rps,date,variation
0.136728153729287,2019-05-15,Feature
0.122102710546038,2019-05-15,Feature
0.112949798476082,2019-05-15,Feature
0.155721020982203,2019-05-15,Baseline
0.127763983822374,2019-05-15,Baseline
0.164048951072512,2019-05-15,Feature
0.128867177237092,2019-05-15,Feature
0.233460506563259,2019-05-15,Feature
0.0796468111456269,2019-05-15,Feature
0.112875004109611,2019-05-15,Feature
0.187405485566962,2019-05-15,Feature
0.162191584268273,2019-05-15,Baseline
0.0324977686789645,2019-05-15,Feature
0.0941907620941767,2019-05-15,Feature
0.0703184648285636,2019-05-15,Feature
0.169135902341455,2019-05-15,Feature
0.127729778536855,2019-05-15,Feature
0.155236901819638,2019-05-15,Feature
0.218895662735235,2019-05-15,Feature
0.142367285074021,2019-05-15,Feature
0.100135508272452,2019-05-15,Baseline
0.0921412110158182,2019-05-15,Baseline
0.168024992003471,2019-05-15,Feature
0.188378454209002,2019-05-15,Baseline
0.170956676573278,2019-05-15,Feature
0.161083711385392,2019-05-15,Feature
0.153371725115818,2019-05-15,Baseline
0.127443513704824,2019-05-15,Baseline
0.0548377008658617,2019-05-15,Feature
0.132230278952617,2019-05-15,Feature
0.201787475904332,2019-05-15,Feature
0.141475492501405,2019-05-15,Feature
0.120413408675451,2019-05-15,Baseline
0.21953928907594,2019-05-15,Feature
0.0978625862120982,2019-05-15,Feature
0.0966780581902827,2019-05-15,Feature
0.220035777269718,2019-05-15,Feature
0.166613299399031,2019-05-15,Feature
0.186152075402918,2019-05-15,Feature
0.131643028982374,2019-05-15,Feature
0.125226222749713,2019-05-15,Feature
0.147825692847892,2019-05-15,Feature
0.21756130349573,2019-05-15,Baseline
0.132085625168144,2019-05-15,Feature
0.163765033431538,2019-05-15,Feature
0.0859581787346267,2019-05-15,Baseline
0.0689544450996715,2019-05-15,Feature
0.134786611251068,2019-05-15,Feature
0.160688989377694,2019-05-15,Feature
0.178494313890318,2019-05-15,Feature
0.210346294228306,2019-05-15,Feature
0.182934440849922,2019-05-15,Feature
0.128467127021338,2019-05-15,Feature
0.0383526782705289,2019-05-15,Baseline
0.130693704302715,2019-05-15,Feature
0.178123981723364,2019-05-15,Baseline
0.173867098009822,2019-05-15,Feature
0.229382819301115,2019-05-15,Feature
0.0407309907358548,2019-05-15,Feature
0.169978032894721,2019-05-15,Feature
0.142679732321777,2019-05-15,Feature
0.111347838879602,2019-05-15,Baseline
0.148108836743347,2019-05-15,Feature
0.208581595374069,2019-05-15,Feature
0.11529884287597,2019-05-15,Baseline
0.0904780718885011,2019-05-15,Feature
0.092262821544152,2019-05-15,Feature
0.114850539069954,2019-05-15,Baseline
0.123990026325456,2019-05-15,Feature
0.0551671661697021,2019-05-15,Feature
0.133738899673917,2019-05-15,Baseline
0.195614865682307,2019-05-15,Feature
0.0979887127407361,2019-05-15,Feature
0.0920390074018733,2019-05-15,Baseline
0.177077558849463,2019-05-15,Feature
0.158477445804222,2019-05-15,Feature
0.141738551336473,2019-05-15,Feature
0.166215500950128,2019-05-15,Feature
0.155200194277944,2019-05-15,Feature
0.167213048347809,2019-05-15,Feature
0.171986125648989,2019-05-15,Feature
0.149224716865652,2019-05-15,Feature
0.202854798230478,2019-05-15,Feature
0.154327510407368,2019-05-15,Feature
0.0539282570903498,2019-05-15,Feature
0.22260521200057,2019-05-15,Feature
0.153800650800546,2019-05-15,Feature
0.193166060499515,2019-05-15,Feature
0.118636666481254,2019-05-15,Feature
0.138026764122359,2019-05-15,Feature
0.20555298198025,2019-05-15,Feature
0.0602788505111881,2019-05-15,Feature
0.0612475153434505,2019-05-15,Feature
0.127001652599681,2019-05-15,Feature
0.180460011146861,2019-05-15,Feature
0.210433727063153,2019-05-15,Baseline
0.0851410108575,2019-05-15,Feature
0.102999519351342,2019-05-15,Feature
0.113191541703743,2019-05-15,Feature
0.10419801158462,2019-05-15,Feature
0.246341628463059,2019-05-15,Feature
0.180989081391596,2019-05-15,Baseline
0.217691189975437,2019-05-15,Feature
0.0932232908659709,2019-05-15,Feature
0.158228755989015,2019-05-15,Baseline
0.195344282065801,2019-05-15,Feature
0.191553676899782,2019-05-15,Feature
0.187562601887286,2019-05-15,Baseline
0.0670311439068431,2019-05-15,Feature
0.235130623085642,2019-05-15,Feature
0.19082465613009,2019-05-15,Feature
0.256850671284132,2019-05-15,Feature
0.15566582793071,2019-05-15,Feature
0.114305907598871,2019-05-15,Feature
0.175347522773266,2019-05-15,Feature
0.101630674931493,2019-05-15,Feature
0.240088176398258,2019-05-15,Feature
0.163259805329096,2019-05-15,Baseline
0.204380007616798,2019-05-15,Feature
0.196156936606065,2019-05-15,Feature
0.146505586734387,2019-05-15,Feature
0.200339615484856,2019-05-15,Feature
0.126746560893959,2019-05-15,Feature
0.147478401932669,2019-05-15,Feature
0.132955942449066,2019-05-15,Feature
0.0916061293427079,2019-05-15,Baseline
0.104618404745883,2019-05-15,Feature
0.103148391642693,2019-05-15,Feature
0.141386717343877,2019-05-15,Baseline
0.228998099312541,2019-05-15,Baseline
0.226751778612469,2019-05-15,Feature
0.214333440621249,2019-05-15,Feature
0.156906658895342,2019-05-15,Baseline
0.192037488684476,2019-05-15,Feature
0.154133014276698,2019-05-15,Feature
0.136786741041219,2019-05-15,Feature
0.0174435064510552,2019-05-15,Feature
0.162561220131436,2019-05-15,Feature
0.107621440728123,2019-05-15,Feature
0.152962225016794,2019-05-15,Feature
0.123271270215704,2019-05-15,Feature
0.173114080403301,2019-05-15,Feature
0.170617396077988,2019-05-15,Feature
0.133789672886227,2019-05-15,Feature
0.249580232685144,2019-05-15,Feature
0.19648600466219,2019-05-15,Feature
0.142747161718279,2019-05-15,Feature
0.11038613457641,2019-05-15,Feature
0.0849280291428471,2019-05-15,Feature
0.1437350647639,2019-05-15,Feature
0.130323533244893,2019-05-15,Feature
0.100294115106288,2019-05-15,Baseline
0.135444302731775,2019-05-15,Feature
0.0830739204735459,2019-05-15,Feature
0.151421346524977,2019-05-15,Feature
0.135604074657649,2019-05-15,Feature
0.120336105532897,2019-05-15,Feature
0.279226103538555,2019-05-15,Feature
0.161304844953317,2019-05-15,Feature
0.225461935129931,2019-05-15,Feature
0.14884174289238,2019-05-15,Feature
0.190130830902867,2019-05-15,Feature
0.0812839952162932,2019-05-15,Feature
0.161323063994764,2019-05-15,Feature
0.14375874658987,2019-05-15,Feature
0.168057171595443,2019-05-15,Feature
0.16461322235424,2019-05-15,Feature
0.133848181793308,2019-05-15,Feature
0.132726573549998,2019-05-15,Feature
0.209401550394325,2019-05-15,Feature
0.198260236044614,2019-05-15,Feature
0.132920502779952,2019-05-15,Feature
0.214209045999999,2019-05-15,Feature
0.0917265241877535,2019-05-15,Feature
0.185765461033368,2019-05-15,Baseline
0.134590512712352,2019-05-15,Baseline
0.109564697131669,2019-05-15,Feature
0.0623807897864024,2019-05-15,Feature
0.124888889475994,2019-05-15,Feature
0.166173425640763,2019-05-15,Feature
0.136675832148303,2019-05-15,Feature
0.156313671886662,2019-05-15,Baseline
0.215764051588503,2019-05-15,Feature
0.141889762255325,2019-05-15,Feature
0.201497837341484,2019-05-15,Feature
0.127481860563454,2019-05-15,Feature
0.143165820318913,2019-05-15,Feature
0.102621958373587,2019-05-15,Feature
0.123544519790569,2019-05-15,Feature
0.109410527098927,2019-05-15,Baseline
0.123652076309972,2019-05-15,Feature
0.0686359601928627,2019-05-15,Baseline
0.136095615931381,2019-05-15,Feature
0.135366013911525,2019-05-15,Feature
0.161133437679284,2019-05-15,Feature
0.203201138966679,2019-05-15,Feature
0.0718870173952791,2019-05-15,Baseline
0.124967715151213,2019-05-15,Feature
0.107025214839997,2019-05-15,Baseline
0.152822080223997,2019-05-15,Feature
0.232974342217289,2019-05-15,Baseline
0.169057263057067,2019-05-15,Feature
0.190792190307384,2019-05-15,Baseline
0.214141734202731,2019-05-15,Feature
0.202192839573697,2019-05-15,Feature
0.0841289376022538,2019-05-15,Feature
0.0507392021514357,2019-05-15,Feature
0.111947803530222,2019-05-15,Feature
0.19051790180047,2019-05-15,Feature
0.119290437131958,2019-05-15,Feature
0.143755878261346,2019-05-15,Feature
0.204037435378965,2019-05-15,Feature
0.0897247851587849,2019-05-15,Feature
0.0343786751922086,2019-05-15,Baseline
0.232286270307145,2019-05-15,Feature
0.137233199425631,2019-05-15,Feature
0.192189739464924,2019-05-15,Baseline
0.19403212918042,2019-05-15,Feature
0.203674127317488,2019-05-15,Feature
0.139906328491266,2019-05-15,Feature
0.171797634984554,2019-05-15,Baseline
0.179962032305981,2019-05-15,Feature
0.117140076873293,2019-05-15,Feature
0.202755702213785,2019-05-15,Feature
0.17117830644647,2019-05-15,Feature
0.109905105925742,2019-05-15,Baseline
0.121545042697667,2019-05-15,Feature
0.195465895138521,2019-05-15,Feature
0.257871492185807,2019-05-15,Feature
0.12692291645992,2019-05-15,Baseline
0.163100557594331,2019-05-15,Baseline
0.177415718030166,2019-05-15,Feature
0.127006362635048,2019-05-15,Feature
0.080744634055412,2019-05-15,Feature
0.237666073487798,2019-05-15,Baseline
0.142192573074433,2019-05-15,Feature
0.19740036366367,2019-05-15,Feature
0.114855167031633,2019-05-15,Baseline
0.114332151138192,2019-05-15,Feature
0.216151412877888,2019-05-15,Feature
0.200590787612943,2019-05-15,Feature
0.17618820128748,2019-05-15,Feature
0.143210983120878,2019-05-15,Feature
0.216797924371622,2019-05-15,Feature
0.198872675165938,2019-05-15,Feature
0.175107239003403,2019-05-15,Feature
0.27527947698388,2019-05-15,Feature
0.177785691414636,2019-05-15,Baseline
0.117049327399831,2019-05-15,Feature
0.184876515028559,2019-05-15,Feature
0.188707445804839,2019-05-15,Feature
0.0849438597768827,2019-05-15,Baseline
0.198036674464271,2019-05-15,Feature
0.145310140863726,2019-05-15,Feature
0.219852468693534,2019-05-15,Feature
0.184764697067894,2019-05-15,Feature
0.175188286531524,2019-05-15,Feature
-0.0074191910963233,2019-05-15,Baseline
0.0529390502538168,2019-05-15,Feature
0.128476372895064,2019-05-15,Feature
0.259664369450223,2019-05-15,Feature
0.11104354883096,2019-05-15,Feature
0.202901666527615,2019-05-15,Feature
0.18722998524072,2019-05-15,Baseline
0.191791914228386,2019-05-15,Feature
0.141124206052235,2019-05-15,Feature
0.162406911908317,2019-05-15,Baseline
0.115691200174235,2019-05-15,Feature
0.107555014737855,2019-05-15,Feature
0.234012084748111,2019-05-15,Feature
0.126751191098143,2019-05-15,Feature
0.120940682455379,2019-05-15,Feature
0.208506824865805,2019-05-15,Feature
0.134652917907637,2019-05-15,Feature
0.157367106445559,2019-05-15,Feature
0.083723771567048,2019-05-15,Feature
0.0807544615687833,2019-05-15,Baseline
0.197770422323017,2019-05-15,Feature
0.0684843632967016,2019-05-15,Feature
0.0376212110324952,2019-05-15,Baseline
0.133552455929804,2019-05-15,Feature
0.10128002096355,2019-05-15,Feature
0.217018162795301,2019-05-15,Feature
0.154954392411453,2019-05-15,Feature
0.0830380749025617,2019-05-15,Baseline
0.208157646361646,2019-05-15,Feature
0.220750315333353,2019-05-15,Feature
0.0957946276015283,2019-05-15,Feature
0.128590477400715,2019-05-15,Feature
0.151484787537824,2019-05-15,Feature
0.162266770138885,2019-05-15,Feature
0.138485819120706,2019-05-15,Feature
0.0763617210342466,2019-05-15,Baseline
0.133087733178489,2019-05-15,Feature
0.220729153029926,2019-05-15,Feature
0.136133080906826,2019-05-15,Feature
0.170865124534472,2019-05-15,Feature
0.0923612396107287,2019-05-15,Feature
0.112607562210852,2019-05-15,Feature
0.135002957082194,2019-05-15,Feature
0.23276873578967,2019-05-15,Feature
0.159449355627757,2019-05-15,Baseline
0.108521544211294,2019-05-15,Feature
0.107256574502527,2019-05-15,Feature
0.22380161227186,2019-05-15,Baseline
0.194344261742603,2019-05-15,Feature
0.132035467906892,2019-05-15,Feature
0.196870926352591,2019-05-15,Feature
0.136545561966919,2019-05-15,Baseline
0.156850539858188,2019-05-15,Feature
0.210403342977381,2019-05-15,Feature
0.180464372910611,2019-05-15,Feature
0.0943455890247548,2019-05-15,Baseline
0.237666569911526,2019-05-15,Baseline
0.147051063147549,2019-05-15,Feature
0.15677672609716,2019-05-15,Feature
0.187793131633774,2019-05-15,Feature
0.11729548187931,2019-05-15,Baseline
0.18982568307718,2019-05-15,Feature
0.0791859052789896,2019-05-15,Feature
0.220532751894381,2019-05-15,Feature
0.131662287194778,2019-05-15,Feature
0.111406703778739,2019-05-15,Feature
0.0850373057260969,2019-05-15,Feature
0.20895118762621,2019-05-15,Feature
0.154622129002486,2019-05-15,Baseline
0.122963872804648,2019-05-15,Baseline
0.161765076279263,2019-05-15,Baseline
0.0684452667886524,2019-05-15,Feature
0.149999109535632,2019-05-15,Feature
0.146957587112447,2019-05-15,Baseline
0.22730703430785,2019-05-15,Feature
0.118584229089625,2019-05-15,Feature
0.127507849304377,2019-05-15,Feature
0.124142103018486,2019-05-15,Feature
0.126883527423405,2019-05-15,Feature
0.16132855781948,2019-05-15,Feature
0.117163335078171,2019-05-15,Baseline
0.095182719219596,2019-05-15,Baseline
0.14750631271326,2019-05-15,Feature
0.213436481627042,2019-05-15,Feature
0.203840793641489,2019-05-15,Feature
0.147685057593843,2019-05-15,Feature
0.126680793800036,2019-05-15,Feature
0.107725639180283,2019-05-15,Feature
0.126717324234784,2019-05-15,Feature
0.126547209655035,2019-05-15,Feature
0.242880803348939,2019-05-15,Feature
0.117851008090419,2019-05-15,Feature
0.092862606490993,2019-05-15,Feature
0.11130719407284,2019-05-15,Feature
0.184356646628612,2019-05-15,Baseline
0.058499579214592,2019-05-15,Feature
0.203887268854024,2019-05-15,Feature
0.0869401452772128,2019-05-15,Feature
0.131288061721352,2019-05-15,Baseline
0.209457414323984,2019-05-15,Baseline
0.110811612655957,2019-05-15,Feature
0.089746099602688,2019-05-15,Feature
0.200742000223838,2019-05-15,Feature
0.13265176183646,2019-05-15,Baseline
0.156468368643926,2019-05-15,Baseline
0.115116860699709,2019-05-15,Feature
0.172550538089911,2019-05-15,Feature
0.20135776688243,2019-05-15,Feature
0.129632543078117,2019-05-15,Feature
0.175392026290763,2019-05-15,Feature
0.131250963718876,2019-05-15,Feature
0.176681403932315,2019-05-15,Feature
0.255542397974983,2019-05-15,Feature
0.0725189843194276,2019-05-15,Feature
0.177545331824514,2019-05-15,Feature
0.0736558699263917,2019-05-15,Feature
0.14614203285228,2019-05-15,Feature
0.151693155832656,2019-05-15,Feature
0.158279245503128,2019-05-15,Feature
0.0438531366749605,2019-05-15,Feature
0.130738904553427,2019-05-15,Feature
0.189530863070552,2019-05-15,Feature
0.157152123317538,2019-05-15,Feature
0.250198970289684,2019-05-15,Feature
0.122500703580987,2019-05-15,Feature
0.144314995561119,2019-05-15,Feature
0.106502604353389,2019-05-15,Feature
0.165717592762676,2019-05-15,Feature
0.156629706683865,2019-05-15,Feature
0.256204190864089,2019-05-15,Feature
0.122270940614482,2019-05-15,Baseline
0.226936239112649,2019-05-15,Feature
0.174116575821758,2019-05-15,Feature
0.213841056896633,2019-05-15,Feature
0.194173967286757,2019-05-15,Feature
0.0588930379365796,2019-05-15,Feature
0.0948836379508408,2019-05-15,Feature
0.263681562262504,2019-05-15,Feature
0.225521212472684,2019-05-15,Feature
0.0891392330037089,2019-05-15,Feature
0.0818791644978988,2019-05-15,Feature
0.114231228523794,2019-05-15,Feature
0.152769521678859,2019-05-15,Feature
0.151879541184014,2019-05-15,Feature
0.207401352963895,2019-05-15,Feature
0.121468580366923,2019-05-15,Feature
0.117640501322267,2019-05-15,Feature
0.101859405807499,2019-05-15,Baseline
0.17599219257161,2019-05-15,Feature
0.0820762069426849,2019-05-15,Feature
0.173669268020357,2019-05-15,Feature
0.171566577471393,2019-05-15,Feature
0.108127066963687,2019-05-15,Feature
0.130446414531204,2019-05-15,Feature
0.128706343799603,2019-05-15,Baseline
0.167340572861068,2019-05-15,Feature
0.193421668343716,2019-05-15,Feature
0.0937412783281569,2019-05-15,Feature
0.160038996429629,2019-05-15,Feature
0.203439850308636,2019-05-15,Feature
0.203396247447248,2019-05-15,Feature
0.15559415196258,2019-05-15,Feature
0.120713894116688,2019-05-15,Feature
0.159430427809798,2019-05-15,Baseline
0.139247626813908,2019-05-15,Feature
0.170958010443622,2019-05-15,Feature
0.11922349510514,2019-05-15,Feature
0.113348589423941,2019-05-15,Baseline
0.134404064737771,2019-05-15,Feature
0.0642587874349791,2019-05-15,Feature
0.0861260905413726,2019-05-15,Baseline
0.218413249271666,2019-05-15,Feature
0.13335615907728,2019-05-15,Feature
0.0719163306112314,2019-05-15,Baseline
0.178544254979534,2019-05-15,Baseline
0.134426705986182,2019-05-15,Feature
0.0551037181934948,2019-05-15,Feature
0.0704291890568537,2019-05-15,Feature
0.169594621531606,2019-05-15,Feature
0.0883010210041501,2019-05-15,Feature
0.138448722880258,2019-05-15,Feature
0.177963410952794,2019-05-15,Feature
0.21355086370166,2019-05-15,Baseline
0.0910039054384137,2019-05-15,Feature
0.177463939160636,2019-05-15,Feature
0.143431289935166,2019-05-15,Feature
0.201089521058603,2019-05-15,Feature
0.129480937422334,2019-05-15,Feature
0.186305787131018,2019-05-15,Feature
0.137091300433201,2019-05-15,Feature
0.110453398836165,2019-05-15,Feature
0.146343467934312,2019-05-15,Feature
0.130564149726909,2019-05-15,Feature
0.179649998920065,2019-05-15,Feature
0.106159677993418,2019-05-15,Feature
0.123033732278028,2019-05-15,Baseline
0.02875159615439,2019-05-15,Baseline
0.183347033876919,2019-05-15,Baseline
0.0747332525421849,2019-05-15,Feature
0.0907322033633373,2019-05-15,Baseline
0.170473685063374,2019-05-15,Baseline
0.090739322117724,2019-05-15,Baseline
0.140403844657014,2019-05-15,Baseline
0.192016380772336,2019-05-15,Feature
0.204473460216791,2019-05-15,Feature
0.120213995471294,2019-05-15,Feature
0.144760995081211,2019-05-15,Baseline
0.0670093431437619,2019-05-15,Feature
0.188381010390156,2019-05-15,Feature
0.169511015697643,2019-05-15,Feature
0.156648847029987,2019-05-15,Feature
0.10851353436761,2019-05-15,Feature
0.114996483000022,2019-05-15,Feature
0.0357163106543522,2019-05-15,Feature
0.16436361583641,2019-05-15,Feature
0.083245061853855,2019-05-15,Feature
0.240231685878025,2019-05-15,Feature
0.0748556606363518,2019-05-15,Feature
0.143203301195312,2019-05-15,Feature
0.160067759843722,2019-05-15,Baseline
0.213213396453409,2019-05-15,Feature
0.187964048769625,2019-05-15,Feature
0.115314961769595,2019-05-15,Feature
0.173377955974063,2019-05-15,Feature
0.0883744247677758,2019-05-15,Baseline
0.155111784058037,2019-05-15,Feature
0.0689084908557044,2019-05-15,Feature
0.0685707914560281,2019-05-15,Feature
0.142258741031877,2019-05-15,Feature
0.181769962838819,2019-05-15,Feature
0.109213612100919,2019-05-15,Baseline
0.113643300819222,2019-05-15,Feature
0.198322880956133,2019-05-15,Feature
0.201061802404619,2019-05-15,Feature
0.111853175895435,2019-05-15,Feature
0.0919939266012137,2019-05-15,Feature
0.203115371397761,2019-05-15,Feature
0.165591672581893,2019-05-15,Baseline
0.195401286378918,2019-05-15,Feature
0.178751749454254,2019-05-15,Baseline
0.135947373271034,2019-05-15,Feature
0.173749388198189,2019-05-15,Feature
0.200575315871888,2019-05-15,Baseline
0.115442195912757,2019-05-15,Feature
0.123485924070922,2019-05-15,Feature
0.129136001014203,2019-05-15,Feature
0.104062542118485,2019-05-15,Feature
0.132154617365133,2019-05-15,Feature
0.0662655064543698,2019-05-15,Feature
0.152941300893642,2019-05-15,Feature
0.0975673372815036,2019-05-15,Feature
0.150241681807003,2019-05-15,Feature
0.103887168577517,2019-05-15,Feature
0.113126536646363,2019-05-15,Feature
0.188895695990594,2019-05-15,Feature
0.15295249038994,2019-05-15,Feature
0.177125105380258,2019-05-15,Feature
0.191294909615054,2019-05-15,Baseline
0.0909305009939066,2019-05-15,Feature
0.0998087879765707,2019-05-15,Baseline
0.132644007973642,2019-05-15,Feature
0.235092548615262,2019-05-15,Feature
0.183570149564795,2019-05-15,Feature
