"id","ad_type","ts","t","clicks","imps","rpc","rpi","total_rev"
"158","dog_food",2021-11-08 12:00:00,158,15206,193120,0.218245311594871,0.017184332063544,3318.63820811161
"159","dog_food",2021-11-08 13:00:00,159,17241,0,0.247902552316405,NA,4274.08790448714
"160","dog_food",2021-11-08 14:00:00,160,16050,237180,0.232269119192816,0.0157176800870423,3727.9193630447
"161","dog_food",2021-11-08 15:00:00,161,15831,0,0.179392541825243,NA,2839.96332963542
"162","dog_food",2021-11-08 16:00:00,162,11091,101760,0.150840391536087,0.016440357532692,1672.97078252674
"163","dog_food",2021-11-08 17:00:00,163,4387,67930,0.159139961471481,0.0102774475338641,698.147010975387
"164","dog_food",2021-11-08 18:00:00,164,6379,42930,0.0782150929712339,0.0116220376907408,498.934078063501
"165","dog_food",2021-11-08 19:00:00,165,3442,102190,0.185113236634983,0.00623505000976232,637.159760497612
"166","dog_food",2021-11-08 20:00:00,166,0,179290,NA,NA,NA
"167","dog_food",2021-11-08 21:00:00,167,0,16070,NA,NA,NA
"168","dog_food",2021-11-08 22:00:00,168,0,0,NA,NA,NA
"169","dog_food",2021-11-08 23:00:00,169,0,0,NA,NA,NA
"170","dog_food",2021-11-09 00:00:00,170,2619,124230,0.0719894549590906,0.00151767191932591,188.540382537858
"171","dog_food",2021-11-09 01:00:00,171,2281,0,0.0630114681614031,NA,143.729158876161
"172","dog_food",2021-11-09 02:00:00,172,4698,0,0.094067419751292,NA,441.92873799157
"173","dog_food",2021-11-09 03:00:00,173,3989,43980,0.123031235416055,0.0111589722163402,490.771598074643
"174","dog_food",2021-11-09 04:00:00,174,6684,4570,0.176637594046321,0.25834697562486,1180.64567860561
"175","dog_food",2021-11-09 05:00:00,175,11239,52400,0.209922260938692,0.0450251200513351,2359.31629068996
"176","dog_food",2021-11-09 06:00:00,176,10266,0,0.202031421325401,NA,2074.05457132657
"177","dog_food",2021-11-09 07:00:00,177,12956,115670,0.198494544003198,0.0222330363283949,2571.69531210543
"178","dog_food",2021-11-09 08:00:00,178,17097,150660,0.200464465436196,0.0227488448530641,3427.34096556264
"179","dog_food",2021-11-09 09:00:00,179,13487,241200,0.236457847526369,0.013221836606916,3189.10698958814
"180","dog_food",2021-11-09 10:00:00,180,19827,258460,0.197515621045162,0.0151518309156637,3916.14221846243
"181","dog_food",2021-11-09 11:00:00,181,14481,266400,0.236389048717568,0.0128496614657624,3423.1498144791
"182","dog_food",2021-11-09 12:00:00,182,17650,275640,0.21586825311318,0.013822647901058,3810.07466744763
"183","dog_food",2021-11-09 13:00:00,183,15318,167660,0.252401954386922,0.0230603193206422,3866.29313729887
"184","dog_food",2021-11-09 14:00:00,184,16846,233810,0.128560092520955,0.0092627488927249,2165.72331860801
"185","dog_food",2021-11-09 15:00:00,185,12978,96520,0.200191293986582,0.0269175571214035,2598.08261335786
"186","dog_food",2021-11-09 16:00:00,186,12769,14290,0.144760711916172,0.129352661333632,1848.4495304576
"187","dog_food",2021-11-09 17:00:00,187,6331,0,0.028667031362498,NA,181.490975555975
"188","dog_food",2021-11-09 18:00:00,188,6216,31990,0.0909178502753779,0.017666313138848,565.145357311749
"189","dog_food",2021-11-09 19:00:00,189,4187,76970,0.124302418638977,0.00676178026297774,520.454226841397
"190","dog_food",2021-11-09 20:00:00,190,2813,87120,0.0807172214633792,0.00260626198320117,227.057543976486
"191","dog_food",2021-11-09 21:00:00,191,1330,0,0.0386691864659477,NA,51.4300179997104
"192","dog_food",2021-11-09 22:00:00,192,355,0,0.0683407370095551,NA,24.2609616383921
"193","dog_food",2021-11-09 23:00:00,193,1062,18270,0.0848847059679884,0.00493418487892741,90.1475577380037
"194","dog_food",2021-11-10 00:00:00,194,2149,28040,0,0,0
"195","dog_food",2021-11-10 01:00:00,195,1757,24650,0.0069439434726956,0.000494949642252583,12.2005086815262
"196","dog_food",2021-11-10 02:00:00,196,1472,7810,0.0822928451231427,0.015510251987358,121.135068021266
"197","dog_food",2021-11-10 03:00:00,197,4599,88860,0.0662042320113246,0.00342643780126133,304.473263020082
"198","dog_food",2021-11-10 04:00:00,198,6376,0,0.0778688787857345,NA,496.491971137843
"199","dog_food",2021-11-10 05:00:00,199,7337,37830,0.152200501181633,0.0295187702133133,1116.69507716964
"200","dog_food",2021-11-10 06:00:00,200,11293,0,0.0762157202539759,NA,860.70412882815
"201","dog_food",2021-11-10 07:00:00,201,12652,104870,0.252569270554914,0.0304711205402953,3195.50641106077
"202","dog_food",2021-11-10 08:00:00,202,15760,0,0.15840471197021,NA,2496.45826065051
"203","dog_food",2021-11-10 09:00:00,203,16783,92100,0.269675831469236,0.0491419053153984,4525.96947954819
"204","dog_food",2021-11-10 10:00:00,204,14574,95040,0.21535581481663,0.0330239440776259,3138.59564513757
"205","dog_food",2021-11-10 11:00:00,205,18776,279590,0.250043794610547,0.0167918104639209,4694.82228760763
"206","dog_food",2021-11-10 12:00:00,206,15180,360260,0.196968806533512,0.00829952390822937,2989.98648317871
"207","dog_food",2021-11-10 13:00:00,207,15762,180730,0.227814622716133,0.0198683897706617,3590.81408325169
"208","dog_food",2021-11-10 14:00:00,208,14548,18170,0.167425311310428,0.134050821625983,2435.70342894411
"209","dog_food",2021-11-10 15:00:00,209,12013,185600,0.162199312629752,0.0104983854667091,1948.50034262121
"210","dog_food",2021-11-10 16:00:00,210,11224,0,0.29457146015842,NA,3306.27006881811
"211","dog_food",2021-11-10 17:00:00,211,8175,0,0.121664604528102,NA,994.608142017234
"212","dog_food",2021-11-10 18:00:00,212,8542,130590,0.147799240943606,0.00966767069561438,1262.50111614028
"213","dog_food",2021-11-10 19:00:00,213,5497,0,0.0492270731106422,NA,270.6012208892
"214","dog_food",2021-11-10 20:00:00,214,5105,35430,0.0915702507956026,0.0131940764976447,467.466130311551
"215","dog_food",2021-11-10 21:00:00,215,0,0,NA,NA,NA
"216","dog_food",2021-11-10 22:00:00,216,0,108270,NA,NA,NA
"217","dog_food",2021-11-10 23:00:00,217,263,62590,0.0164979745249567,6.93236507439465e-05,4.33896730006361
"218","dog_food",2021-11-11 00:00:00,218,0,169390,NA,NA,NA
"219","dog_food",2021-11-11 01:00:00,219,0,123170,NA,NA,NA
"220","dog_food",2021-11-11 02:00:00,220,1697,210520,0.0720344832486598,0.000580669380928062,122.242518072976
"221","dog_food",2021-11-11 03:00:00,221,0,51880,NA,NA,NA
"222","dog_food",2021-11-11 04:00:00,222,4562,55430,0.121596166333831,0.0100076079887234,554.721710814937
"223","dog_food",2021-11-11 05:00:00,223,10413,9110,0.0720694162445941,0.0823774787436837,750.458831354959
"224","dog_food",2021-11-11 06:00:00,224,7841,289200,0.192296216884573,0.00521367440038706,1507.79463659194
"225","dog_food",2021-11-11 07:00:00,225,14618,0,0.223017447718533,NA,3260.06905074952
"226","dog_food",2021-11-11 08:00:00,226,18348,221300,0.134499171853888,0.0111513366704706,2467.79080517514
"227","dog_food",2021-11-11 09:00:00,227,19461,0,0.295864095708907,NA,5757.81116659104
"228","dog_food",2021-11-11 10:00:00,228,15284,315140,0.273161279880287,0.0132480707041007,4174.99700169031
"229","dog_food",2021-11-11 11:00:00,229,15611,190980,0.285379299030303,0.0233273444191123,4455.05623716206
"230","dog_food",2021-11-11 12:00:00,230,16817,210140,0.262825008724773,0.0210332548383197,4419.92817172451
"231","dog_food",2021-11-11 13:00:00,231,14065,255250,0.291013114987419,0.0160356492156633,4093.09946229805
"232","dog_food",2021-11-11 14:00:00,232,15011,55570,0.195862134673475,0.0529078010362342,2940.08650358353
"233","dog_food",2021-11-11 15:00:00,233,11638,136240,0.185149934566427,0.0158160227428367,2154.77493848408
"234","dog_food",2021-11-11 16:00:00,234,9929,104720,0.1320377746855,0.0125191278156258,1311.00306485233
"235","dog_food",2021-11-11 17:00:00,235,8680,200180,0.187728452952964,0.00814008877825821,1629.48297163173
"236","dog_food",2021-11-11 18:00:00,236,5019,160320,0.182512098866789,0.00571374890352055,916.028224212414
"237","dog_food",2021-11-11 19:00:00,237,4719,108590,0.0702224816815547,0.00305166121240682,331.379891055257
"238","dog_food",2021-11-11 20:00:00,238,0,0,NA,NA,NA
"239","dog_food",2021-11-11 21:00:00,239,0,123360,NA,NA,NA
"240","dog_food",2021-11-11 22:00:00,240,0,0,NA,NA,NA
"241","dog_food",2021-11-11 23:00:00,241,3421,19830,0.0938285067618688,0.0161869552008247,320.987321632353
"242","dog_food",2021-11-12 00:00:00,242,0,0,NA,NA,NA
"243","dog_food",2021-11-12 01:00:00,243,4124,0,0.0520932449705635,NA,214.832542258604
"244","dog_food",2021-11-12 02:00:00,244,1283,93250,0.0847499708463157,0.00116605053722062,108.734212595823
"245","dog_food",2021-11-12 03:00:00,245,4176,110280,0.0964996278588405,0.00365417524427383,402.982445938518
"246","dog_food",2021-11-12 04:00:00,246,5195,161160,0.109282492716417,0.00352272617064896,567.722549661786
"247","dog_food",2021-11-12 05:00:00,247,12802,46750,0.060569465073128,0.0165863164035548,775.410291866185
"248","dog_food",2021-11-12 06:00:00,248,6903,10680,0.191686047615431,0.123895953809861,1323.20878668932
"249","dog_food",2021-11-12 07:00:00,249,12409,299850,0.0930770002906731,0.00385190093915946,1154.99249660696
"250","dog_food",2021-11-12 08:00:00,250,12049,213360,0.264282194434998,0.0149247101647323,3184.33616074729
"251","dog_food",2021-11-12 09:00:00,251,16987,160510,0.261633708680214,0.027689064914029,4444.3718093508
"252","dog_food",2021-11-12 10:00:00,252,16759,225670,0.306085536935279,0.0227309235321414,5129.68751349834
"253","dog_food",2021-11-12 11:00:00,253,21935,67510,0.341764665777446,0.111044407403767,7496.60794382828
"254","dog_food",2021-11-12 12:00:00,254,17295,87550,0.305009992228995,0.0602529733363846,5275.14781560047
"255","dog_food",2021-11-12 13:00:00,255,17692,0,0.180121535498822,NA,3186.71020604516
"256","dog_food",2021-11-12 14:00:00,256,14042,103500,0.172546486727699,0.0234096402572981,2422.89776663035
"257","dog_food",2021-11-12 15:00:00,257,13311,142470,0.250385245830657,0.0233935425510765,3332.87800725188
"258","dog_food",2021-11-12 16:00:00,258,12797,182240,0.136487978428362,0.00958426613228571,1746.63665994775
"259","dog_food",2021-11-12 17:00:00,259,6458,173380,0.210842323847009,0.00785338405470057,1361.61972740398
"260","dog_food",2021-11-12 18:00:00,260,4185,209320,0.0596327034723817,0.00119225522660003,249.562864031917
"261","dog_food",2021-11-12 19:00:00,261,4556,34480,0.0380188421609035,0.00502360338993841,173.213844885076
"262","dog_food",2021-11-12 20:00:00,262,6144,0,0.116895506813605,NA,718.205993862789
"263","dog_food",2021-11-12 21:00:00,263,0,18360,NA,NA,NA
"264","dog_food",2021-11-12 22:00:00,264,0,3260,NA,NA,NA
"265","dog_food",2021-11-12 23:00:00,265,0,0,NA,NA,NA
"266","dog_food",2021-11-13 00:00:00,266,597,0,0.0904044447798127,NA,53.9714535335482
"267","dog_food",2021-11-13 01:00:00,267,1497,0,0.0950449480650376,NA,142.282287253361
"268","dog_food",2021-11-13 02:00:00,268,2896,112650,0.0187368339725557,0.0004816854965337,54.2618711845213
"269","dog_food",2021-11-13 03:00:00,269,3843,0,0.116769619922134,NA,448.745649360761
"270","dog_food",2021-11-13 04:00:00,270,8387,62850,0.0805870972127054,0.0107539217871593,675.88398432296
"271","dog_food",2021-11-13 05:00:00,271,9320,0,0.142143342205116,NA,1324.77594935168
"272","dog_food",2021-11-13 06:00:00,272,12582,180850,0.253036820079205,0.0176041430480318,3183.70927023656
"273","dog_food",2021-11-13 07:00:00,273,14353,68000,0.243634869585816,0.0514248718112532,3496.89128316522
"274","dog_food",2021-11-13 08:00:00,274,12632,350790,0.234441383194073,0.00844226902850005,2961.46355250753
"275","dog_food",2021-11-13 09:00:00,275,16788,217140,0.193235006463333,0.0149398051418736,3244.02928850643
"276","dog_food",2021-11-13 10:00:00,276,14629,333180,0.107885111135697,0.00473693286152864,1578.25129080411
"277","dog_food",2021-11-13 11:00:00,277,17567,397490,0.309235666726623,0.0136666154051337,5432.34295738659
"278","dog_food",2021-11-13 12:00:00,278,16322,188410,0.290154821418408,0.0251361763982339,4735.90699519126
"279","dog_food",2021-11-13 13:00:00,279,15403,84200,0.219427793683754,0.0401406924716255,3379.84630611086
